Cat Course,Subj Code,Crse Numb,Csta Code,Long Course Title,Coll Code,Coll Desc,Dept Desc,Cat Preq Term Code Eff,Cat Preq Seqno,Cat Preq Connector,Cat Preq Conn Desc,Cat Preq Lparen,Cat Preq Course,Cat Preq Subj Code,Cat Preq Crse Numb,Cat Preq Levl Code,Cat Preq Min Grde,Preq,Cat Preq Concurrency Ind,Cat Preq Rparen,Cat Preq Tesc Code,Cat Preq Test Score
ECON 614,ECON,614,A,Macroeconomics,B,Bennett S. LeBow Coll. of Bus.,Economics,201615,2,O,Or,,ECON 610,ECON,610,GR,C,1,,,,
ECON 616,ECON,616,A,Public Finance and Cost Benefit Analysis,B,Bennett S. LeBow Coll. of Bus.,Economics,201715,1,,,,BUSN 502,BUSN,502,GR,C,1,,,,
ECON 616,ECON,616,A,Public Finance and Cost Benefit Analysis,B,Bennett S. LeBow Coll. of Bus.,Economics,201715,3,O,Or,,ECON 610,ECON,610,GR,C,1,,,,
ECON 616,ECON,616,A,Public Finance and Cost Benefit Analysis,B,Bennett S. LeBow Coll. of Bus.,Economics,201715,2,O,Or,,ECON 601,ECON,601,GR,C,1,,,,
ECON 621,ECON,621,A,"Business, Government, and Global Macroeconomics",B,Bennett S. LeBow Coll. of Bus.,Economics,201715,3,O,Or,,BUSN 502,BUSN,502,GR,C,1,,,,
ECON 621,ECON,621,A,"Business, Government, and Global Macroeconomics",B,Bennett S. LeBow Coll. of Bus.,Economics,201715,2,O,Or,,ECON 610,ECON,610,GR,C,1,,,,
ECON 621,ECON,621,A,"Business, Government, and Global Macroeconomics",B,Bennett S. LeBow Coll. of Bus.,Economics,201715,1,,,,ECON 601,ECON,601,GR,C,1,,,,
ECON 630,ECON,630,A,International Economics,B,Bennett S. LeBow Coll. of Bus.,Economics,201615,1,,,,ECON 601,ECON,601,GR,C,1,,,,
ECON 630,ECON,630,A,International Economics,B,Bennett S. LeBow Coll. of Bus.,Economics,201615,2,O,Or,,ECON 610,ECON,610,GR,C,1,,,,
ECON 631,ECON,631,A,International Macroeconomics,B,Bennett S. LeBow Coll. of Bus.,Economics,201715,1,,,,ECON 614,ECON,614,GR,C,1,,,,
ECON 634,ECON,634,A,History of Economic Analysis,B,Bennett S. LeBow Coll. of Bus.,Economics,201915,,,,, ,,,,,1,,,,
ECON 639,ECON,639,A,Applied Industrial Analysis,B,Bennett S. LeBow Coll. of Bus.,Economics,201315,4,A,And,,ECON 550,ECON,550,GR,C,1,,,,
ECON 639,ECON,639,A,Applied Industrial Analysis,B,Bennett S. LeBow Coll. of Bus.,Economics,201315,2,,,,ECON 610,ECON,610,GR,C,1,,,,
ECON 644,ECON,644,A,Trade Policy: Theory and Evidence,B,Bennett S. LeBow Coll. of Bus.,Economics,201815,3,O,Or,,ECON 540,ECON,540,GR,C,1,,,,
ECON 644,ECON,644,A,Trade Policy: Theory and Evidence,B,Bennett S. LeBow Coll. of Bus.,Economics,201815,1,,,,ECON 610,ECON,610,GR,C,1,,,,
ECON 644,ECON,644,A,Trade Policy: Theory and Evidence,B,Bennett S. LeBow Coll. of Bus.,Economics,201815,2,A,And,,STAT 610,STAT,610,GR,C,1,,,,
ECON 650,ECON,650,A,Business & Economic Strategy: Game Theory & Applications,B,Bennett S. LeBow Coll. of Bus.,Economics,201815,3,O,Or,,STAT 610,STAT,610,GR,C,1,,,,
ECON 650,ECON,650,A,Business & Economic Strategy: Game Theory & Applications,B,Bennett S. LeBow Coll. of Bus.,Economics,201815,1,,,,ECON 601,ECON,601,GR,C,1,,,,
ECON 650,ECON,650,A,Business & Economic Strategy: Game Theory & Applications,B,Bennett S. LeBow Coll. of Bus.,Economics,201815,2,O,Or,,ECON 610,ECON,610,GR,C,1,,,,
ECON 650,ECON,650,A,Business & Economic Strategy: Game Theory & Applications,B,Bennett S. LeBow Coll. of Bus.,Economics,201815,4,O,Or,,ECON 540,ECON,540,GR,C,1,,,,
ECON 661,ECON,661,A,Health Economics,B,Bennett S. LeBow Coll. of Bus.,Economics,201615,2,O,Or,,ECON 610,ECON,610,GR,C,1,,,,
ECON 661,ECON,661,A,Health Economics,B,Bennett S. LeBow Coll. of Bus.,Economics,201615,1,,,,ECON 601,ECON,601,GR,C,1,,,,
ECON 662,ECON,662,A,Economic Analysis of Health Systems,B,Bennett S. LeBow Coll. of Bus.,Economics,201615,2,,,,ECON 661,ECON,661,GR,C,1,,,,
ECON 700,ECON,700,A,Economics Seminar,B,Bennett S. LeBow Coll. of Bus.,Economics,,,,,, ,,,,,1,,,,
ECON 902,ECON,902,A,Mathematical Economics,B,Bennett S. LeBow Coll. of Bus.,Economics,,,,,, ,,,,,1,,,,
ECON 910,ECON,910,A,Advanced Microeconomics I,B,Bennett S. LeBow Coll. of Bus.,Economics,201515,4,,,,ECON 902,ECON,902,GR,C,1,,,,
ECON 911,ECON,911,A,Advanced Microeconomics II,B,Bennett S. LeBow Coll. of Bus.,Economics,200445,2,,,,ECON 910,ECON,910,GR,C,1,,,,
ECON 920,ECON,920,A,Advanced Macroeconomics I,B,Bennett S. LeBow Coll. of Bus.,Economics,201515,4,,,,ECON 902,ECON,902,GR,C,1,,,,
ECON 921,ECON,921,A,Advanced Macroeconomics II,B,Bennett S. LeBow Coll. of Bus.,Economics,200445,2,,,,ECON 920,ECON,920,GR,C,1,,,,
ECON 925,ECON,925,A,Macroeconomic Dynamics,B,Bennett S. LeBow Coll. of Bus.,Economics,201115,2,,,,ECON 920,ECON,920,GR,C,1,,,,
ECON 925,ECON,925,A,Macroeconomic Dynamics,B,Bennett S. LeBow Coll. of Bus.,Economics,201115,4,A,And,,ECON 921,ECON,921,GR,C,1,,,,
ECON 930,ECON,930,A,Monetary Economics,B,Bennett S. LeBow Coll. of Bus.,Economics,200515,2,,,,ECON 920,ECON,920,GR,C,1,,,,
ECON 940,ECON,940,A,Econometrics I,B,Bennett S. LeBow Coll. of Bus.,Economics,201515,1,,,,STAT 931,STAT,931,GR,C,1,,,,
ECON 941,ECON,941,A,Econometrics II,B,Bennett S. LeBow Coll. of Bus.,Economics,201615,1,,,,ECON 940,ECON,940,GR,C,1,,,,
ECON 942,ECON,942,A,Applied Microeconometrics,B,Bennett S. LeBow Coll. of Bus.,Economics,201015,2,,,,ECON 940,ECON,940,GR,C,1,,,,
ECON 950,ECON,950,A,Industrial Organization I,B,Bennett S. LeBow Coll. of Bus.,Economics,200715,4,,,,ECON 911,ECON,911,GR,C,1,,,,
ECON 951,ECON,951,A,Industrial Organization II,B,Bennett S. LeBow Coll. of Bus.,Economics,200715,2,,,,ECON 950,ECON,950,GR,C,1,,,,
ECON 952,ECON,952,A,Health Economics,B,Bennett S. LeBow Coll. of Bus.,Economics,200445,4,A,And,,ECON 940,ECON,940,GR,C,1,,,,
ECON 952,ECON,952,A,Health Economics,B,Bennett S. LeBow Coll. of Bus.,Economics,200445,2,,,,ECON 910,ECON,910,GR,C,1,,,,
ECON 955,ECON,955,A,Public Economics,B,Bennett S. LeBow Coll. of Bus.,Economics,200445,2,,,,ECON 910,ECON,910,GR,C,1,,,,
ECON 955,ECON,955,A,Public Economics,B,Bennett S. LeBow Coll. of Bus.,Economics,200445,4,A,And,,ECON 940,ECON,940,GR,C,1,,,,
ECON 959,ECON,959,A,Industrial Organization Seminar,B,Bennett S. LeBow Coll. of Bus.,Economics,200715,2,,,,ECON 951,ECON,951,GR,C,1,,,,
ECON 960,ECON,960,A,International Trade,B,Bennett S. LeBow Coll. of Bus.,Economics,200445,2,,,,ECON 910,ECON,910,GR,C,1,,,,
ECON 961,ECON,961,A,Empirical International Trade,B,Bennett S. LeBow Coll. of Bus.,Economics,200715,2,,,,ECON 960,ECON,960,GR,C,1,,,,
ECON 962,ECON,962,A,Open Economy Macroeconomics,B,Bennett S. LeBow Coll. of Bus.,Economics,200445,4,A,And,,ECON 940,ECON,940,GR,C,1,,,,
ECON 962,ECON,962,A,Open Economy Macroeconomics,B,Bennett S. LeBow Coll. of Bus.,Economics,200445,2,,,,ECON 920,ECON,920,GR,C,1,,,,
ECON 964,ECON,964,A,Economic Development,B,Bennett S. LeBow Coll. of Bus.,Economics,200445,2,,,,ECON 910,ECON,910,GR,C,1,,,,
ECON 969,ECON,969,A,International Trade Seminar,B,Bennett S. LeBow Coll. of Bus.,Economics,200715,2,,,,ECON 960,ECON,960,GR,C,1,,,,
ECON 969,ECON,969,A,International Trade Seminar,B,Bennett S. LeBow Coll. of Bus.,Economics,200715,4,A,And,,ECON 961,ECON,961,GR,C,1,,,,
ECON 979,ECON,979,A,Open Economy Macro Seminar,B,Bennett S. LeBow Coll. of Bus.,Economics,200715,2,,,,ECON 962,ECON,962,GR,C,1,,,,
ECON 980,ECON,980,A,Game Theory,B,Bennett S. LeBow Coll. of Bus.,Economics,,,,,, ,,,,,1,,,,
ECON 998,ECON,998,A,Dissertation Research in Economics,B,Bennett S. LeBow Coll. of Bus.,Economics,,,,,, ,,,,,1,,,,
ECON I199,ECON,I199,A,Independent Study in ECON,B,Bennett S. LeBow Coll. of Bus.,Economics,,,,,, ,,,,,1,,,,
ECON I299,ECON,I299,A,Independent Study in ECON,B,Bennett S. LeBow Coll. of Bus.,Economics,,,,,, ,,,,,1,,,,
ECON I399,ECON,I399,A,Independent Study in ECON,B,Bennett S. LeBow Coll. of Bus.,Economics,,,,,, ,,,,,1,,,,
ECON I499,ECON,I499,A,Independent Study in ECON,B,Bennett S. LeBow Coll. of Bus.,Economics,,,,,, ,,,,,1,,,,
ECON I599,ECON,I599,A,Independent Study in ECON,B,Bennett S. LeBow Coll. of Bus.,Economics,,,,,, ,,,,,1,,,,
ECON I699,ECON,I699,A,Independent Study in ECON,B,Bennett S. LeBow Coll. of Bus.,Economics,,,,,, ,,,,,1,,,,
ECON I799,ECON,I799,A,Independent Study in ECON,B,Bennett S. LeBow Coll. of Bus.,Economics,,,,,, ,,,,,1,,,,
ECON I899,ECON,I899,A,Independent Study in ECON,B,Bennett S. LeBow Coll. of Bus.,Economics,,,,,, ,,,,,1,,,,
ECON I999,ECON,I999,A,Independent Study in ECON,B,Bennett S. LeBow Coll. of Bus.,Economics,,,,,, ,,,,,1,,,,
ECON T180,ECON,T180,A,Special Topics in ECON,B,Bennett S. LeBow Coll. of Bus.,Economics,,,,,, ,,,,,1,,,,
ECON T280,ECON,T280,A,Special Topics in ECON,B,Bennett S. LeBow Coll. of Bus.,Economics,,,,,, ,,,,,1,,,,
ECON T380,ECON,T380,A,Special Topics in ECON,B,Bennett S. LeBow Coll. of Bus.,Economics,,,,,, ,,,,,1,,,,
ECON T480,ECON,T480,A,Special Topics in ECON,B,Bennett S. LeBow Coll. of Bus.,Economics,,,,,, ,,,,,1,,,,
ECON T580,ECON,T580,A,Special Topics in ECON,B,Bennett S. LeBow Coll. of Bus.,Economics,,,,,, ,,,,,1,,,,
ECON T680,ECON,T680,A,Special Topics in ECON,B,Bennett S. LeBow Coll. of Bus.,Economics,,,,,, ,,,,,1,,,,
ECON T780,ECON,T780,A,Special Topics in ECON,B,Bennett S. LeBow Coll. of Bus.,Economics,,,,,, ,,,,,1,,,,
ECON T880,ECON,T880,A,Special Topics in ECON,B,Bennett S. LeBow Coll. of Bus.,Economics,,,,,, ,,,,,1,,,,
ECON T980,ECON,T980,A,Special Topics in ECON,B,Bennett S. LeBow Coll. of Bus.,Economics,,,,,, ,,,,,1,,,,
EDAE 601,EDAE,601,A,Foundations of Adult Education,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM 700,EDAM,700,A,"Leading in Urban, Rural and Suburban Settings",T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM 701,EDAM,701,A,"Resource Management, Allocation and Entrepreneurship",T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM 702,EDAM,702,A,School Leadership & Decision Making,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM 705,EDAM,705,A,School Law and Politics,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM 708,EDAM,708,A,Integration of Technology with School Instruction and Management,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM 710,EDAM,710,A,School Finance and Facilities,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM 712,EDAM,712,A,School and Community Partnerships and Relations,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM 714,EDAM,714,A,Instructional and Curriculum Leadership,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM 715,EDAM,715,A,School Principal Internship: Technology,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM 716,EDAM,716,A,School Principal Internship: Finance,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM 717,EDAM,717,A,School Principal Internship: Leadership,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM 718,EDAM,718,A,School Principal Internship: Relations,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM 722,EDAM,722,A,Evaluation & Assessment Competencies,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM 724,EDAM,724,A,Mentoring and Collaborative Leadership,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM 726,EDAM,726,A,Interpreting & Evaluating Research & Achievement Data,T,School of Education,School of Education,201715,1,,,,EDAM 722,EDAM,722,GR,B,1,,,,
EDAM 726,EDAM,726,A,Interpreting & Evaluating Research & Achievement Data,T,School of Education,School of Education,201715,2,O,Or,,EDAM 522,EDAM,522,GR,B,1,,,,
EDAM 728,EDAM,728,A,Research Methodology for Action Research,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM 740,EDAM,740,A,Action Research Project,T,School of Education,School of Education,201715,1,,,,EDAM 728,EDAM,728,GR,B,1,,,,
EDAM 740,EDAM,740,A,Action Research Project,T,School of Education,School of Education,201715,2,O,Or,,EDAM 528,EDAM,528,GR,B,1,,,,
EDAM 750,EDAM,750,A,Leadership in K-12 Virtual Schools I,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM 752,EDAM,752,A,Leadership in K-12 Virtual Schools II,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM 817,EDAM,817,A,Curriculum Models,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM 820,EDAM,820,A,School Superintendency,T,School of Education,School of Education,201715,2,A,And,,EDUC 802,EDUC,802,GR,C,1,,,,
EDAM 820,EDAM,820,A,School Superintendency,T,School of Education,School of Education,201715,1,,,,EDUC 801,EDUC,801,GR,C,1,,,,
EDAM 824,EDAM,824,A,Parents and Schools,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM 827,EDAM,827,A,School Superintendent's Internship: Curriculum Models,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM 828,EDAM,828,A,School Superintendent's Internship: Parents and Schools,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM 829,EDAM,829,A,School Superintendent's Internship: Budget and Finance,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM 830,EDAM,830,A,School Superintendent's Internship: Human Resource Development,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM I599,EDAM,I599,A,Independent Study in EDAM,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM I699,EDAM,I699,A,Independent Study in EDAM,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM I799,EDAM,I799,A,Independent Study in EDAM,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM I899,EDAM,I899,A,Independent Study in EDAM,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM I999,EDAM,I999,A,Independent Study in EDAM,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM T580,EDAM,T580,A,Special topics in EDAM,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM T680,EDAM,T680,A,Special topics in EDAM,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM T780,EDAM,T780,A,Special topics in EDAM,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM T880,EDAM,T880,A,Special topics in EDAM,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDAM T980,EDAM,T980,A,Special topics in EDAM,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDEX 142,EDEX,142,A,Special Education Foundations: Referral and Assessment,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDEX 344,EDEX,344,A,Inclusionary Practices for Exceptional Students,T,School of Education,School of Education,201815,1,,,,EDEX 142,EDEX,142,UG,B,1,,,,
EDEX 345,EDEX,345,A,Teaching STEAM in an Inclusive Pre-K to 8 Environment,T,School of Education,School of Education,201915,2,A,And,,EDEX 344,EDEX,344,UG,B,1,,,,
EDEX 345,EDEX,345,A,Teaching STEAM in an Inclusive Pre-K to 8 Environment,T,School of Education,School of Education,201915,1,,,,EDEX 142,EDEX,142,UG,B,1,,,,
EDEX 346,EDEX,346,A,Literacy and Content Skill Development PreK-8,T,School of Education,School of Education,201815,2,A,And,,EDEX 344,EDEX,344,UG,B,1,,,,
EDEX 346,EDEX,346,A,Literacy and Content Skill Development PreK-8,T,School of Education,School of Education,201815,1,,,,EDEX 142,EDEX,142,UG,B,1,,,,
EDEX 347,EDEX,347,A,Special Education Processes PreK-8,T,School of Education,School of Education,201915,2,,,,EDEX 142,EDEX,142,UG,B,1,,,,
EDEX 347,EDEX,347,A,Special Education Processes PreK-8,T,School of Education,School of Education,201915,3,A,And,,EDEX 344,EDEX,344,UG,B,1,,,,
EDEX 348,EDEX,348,A,Emotional and Behavioral Support of Individuals with Disabilities,T,School of Education,School of Education,201915,2,,,,EDEX 142,EDEX,142,UG,B,1,,,,
EDEX 348,EDEX,348,A,Emotional and Behavioral Support of Individuals with Disabilities,T,School of Education,School of Education,201915,3,A,And,,EDEX 344,EDEX,344,UG,B,1,,,,
EDEX 349,EDEX,349,A,High Incident Disabilities,T,School of Education,School of Education,201915,2,,,,EDEX 142,EDEX,142,UG,B,1,,,,
EDEX 349,EDEX,349,A,High Incident Disabilities,T,School of Education,School of Education,201915,3,A,And,,EDEX 344,EDEX,344,UG,B,1,,,,
EDEX 350,EDEX,350,A,Teaching Individuals with Low Incident Disabilities,T,School of Education,School of Education,201915,3,A,And,,EDEX 344,EDEX,344,UG,B,1,,,,
EDEX 350,EDEX,350,A,Teaching Individuals with Low Incident Disabilities,T,School of Education,School of Education,201915,2,,,,EDEX 142,EDEX,142,UG,B,1,,,,
EDEX 351,EDEX,351,A,Pervasive Developmental Disorders,T,School of Education,School of Education,201915,2,,,,EDEX 142,EDEX,142,UG,B,1,,,,
EDEX 351,EDEX,351,A,Pervasive Developmental Disorders,T,School of Education,School of Education,201915,3,A,And,,EDEX 344,EDEX,344,UG,B,1,,,,
EDEX 352,EDEX,352,A,Integrating Technology for Learning & Achievement,T,School of Education,School of Education,201915,2,,,,EDEX 142,EDEX,142,UG,B,1,,,,
EDEX 352,EDEX,352,A,Integrating Technology for Learning & Achievement,T,School of Education,School of Education,201915,3,A,And,,EDEX 344,EDEX,344,UG,B,1,,,,
EDEX 353,EDEX,353,A,Special Education: Methods & Practices PreK-8,T,School of Education,School of Education,201915,2,,,,EDEX 142,EDEX,142,UG,B,1,,,,
EDEX 353,EDEX,353,A,Special Education: Methods & Practices PreK-8,T,School of Education,School of Education,201915,3,A,And,,EDEX 344,EDEX,344,UG,B,1,,,,
EDEX 363,EDEX,363,A,Special Education Methods & Practices 7-12,T,School of Education,School of Education,201915,2,,,,EDEX 142,EDEX,142,UG,B,1,,,,
EDEX 363,EDEX,363,A,Special Education Methods & Practices 7-12,T,School of Education,School of Education,201915,3,A,And,,EDEX 344,EDEX,344,UG,B,1,,,,
EDEX 365,EDEX,365,A,Teaching Secondary Mathematics in an Inclusive Environment,T,School of Education,School of Education,201915,1,,,,EDEX 142,EDEX,142,UG,B,1,,,,
EDEX 365,EDEX,365,A,Teaching Secondary Mathematics in an Inclusive Environment,T,School of Education,School of Education,201915,2,A,And,,EDEX 344,EDEX,344,UG,B,1,,,,
EDEX 366,EDEX,366,A,Literacy and Content Skill Development 7-12,T,School of Education,School of Education,201815,2,A,And,,EDEX 344,EDEX,344,UG,B,1,,,,
EDEX 366,EDEX,366,A,Literacy and Content Skill Development 7-12,T,School of Education,School of Education,201815,1,,,,EDEX 142,EDEX,142,UG,B,1,,,,
EDEX 367,EDEX,367,A,Special Education Processes 7-12,T,School of Education,School of Education,201915,3,A,And,,EDEX 344,EDEX,344,UG,B,1,,,,
EDEX 367,EDEX,367,A,Special Education Processes 7-12,T,School of Education,School of Education,201915,2,,,,EDEX 142,EDEX,142,UG,B,1,,,,
EDEX 414,EDEX,414,A,Special Education Field Placement Seminar,T,School of Education,School of Education,201415,10,A,And,,EDEX 352,EDEX,352,UG,B,1,,,,
EDEX 414,EDEX,414,A,Special Education Field Placement Seminar,T,School of Education,School of Education,201415,4,A,And,,EDEX 349,EDEX,349,UG,B,1,,,,
EDEX 414,EDEX,414,A,Special Education Field Placement Seminar,T,School of Education,School of Education,201415,14,A,And,,EDEX 244,EDEX,244,UG,B,1,,,,
EDEX 414,EDEX,414,A,Special Education Field Placement Seminar,T,School of Education,School of Education,201415,12,A,And,,EDEX 142,EDEX,142,UG,B,1,,,,
EDEX 414,EDEX,414,A,Special Education Field Placement Seminar,T,School of Education,School of Education,201415,19,A,And,(,EDEX 347,EDEX,347,UG,B,1,,,,
EDEX 414,EDEX,414,A,Special Education Field Placement Seminar,T,School of Education,School of Education,201415,22,O,Or,,EDEX 367,EDEX,367,UG,B,1,,),,
EDEX 414,EDEX,414,A,Special Education Field Placement Seminar,T,School of Education,School of Education,201415,7,A,And,,EDEX 351,EDEX,351,UG,B,1,,,,
EDEX 414,EDEX,414,A,Special Education Field Placement Seminar,T,School of Education,School of Education,201415,6,A,And,,EDEX 350,EDEX,350,UG,B,1,,,,
EDEX 414,EDEX,414,A,Special Education Field Placement Seminar,T,School of Education,School of Education,201415,16,A,And,(,EDEX 353,EDEX,353,UG,B,1,,,,
EDEX 414,EDEX,414,A,Special Education Field Placement Seminar,T,School of Education,School of Education,201415,24,A,And,(,EDEX 246,EDEX,246,UG,B,1,,,,
EDEX 414,EDEX,414,A,Special Education Field Placement Seminar,T,School of Education,School of Education,201415,18,O,Or,,EDEX 363,EDEX,363,UG,B,1,,),,
EDEX 414,EDEX,414,A,Special Education Field Placement Seminar,T,School of Education,School of Education,201415,2,,,,EDEX 348,EDEX,348,UG,B,1,,,,
EDEX 414,EDEX,414,A,Special Education Field Placement Seminar,T,School of Education,School of Education,201415,26,O,Or,,EDEX 266,EDEX,266,UG,B,1,,),,
EDEX 537,EDEX,537,A,Special Education Law and Processes PreK-8,T,School of Education,School of Education,201715,2,A,And,,EDEX 544,EDEX,544,GR,B,1,,,,
EDEX 537,EDEX,537,A,Special Education Law and Processes PreK-8,T,School of Education,School of Education,201715,1,,,,EDEX 542,EDEX,542,GR,B,1,,,,
EDEX 538,EDEX,538,A,Special Education Law and Processes 7-12,T,School of Education,School of Education,201715,2,A,And,,EDEX 544,EDEX,544,GR,B,1,,,,
EDEX 538,EDEX,538,A,Special Education Law and Processes 7-12,T,School of Education,School of Education,201715,1,,,,EDEX 542,EDEX,542,GR,B,1,,,,
EDEX 542,EDEX,542,A,Fundamentals of Special Education,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
EDEX 543,EDEX,543,A,Emotional and Behavioral Support of Individuals with Disabilities,T,School of Education,School of Education,201715,1,,,,EDEX 542,EDEX,542,GR,B,1,,,,
EDEX 543,EDEX,543,A,Emotional and Behavioral Support of Individuals with Disabilities,T,School of Education,School of Education,201715,2,A,And,,EDEX 544,EDEX,544,GR,B,1,,,,
EDEX 544,EDEX,544,A,The Inclusive Classroom,T,School of Education,School of Education,201315,2,,,,EDEX 542,EDEX,542,GR,C,1,,,,
